epoch,datetime_ist,open,high,low,close,volume
1742874300,2025-03-25 09:15:00+05:30,470.65,475.65,457.5,457.5,45675
1742874600,2025-03-25 09:20:00+05:30,456.5,459.75,439.0,439.05,62325
1742874900,2025-03-25 09:25:00+05:30,437.85,457.0,422.7,454.7,59775
1742875200,2025-03-25 09:30:00+05:30,454.6,474.3,454.45,474.3,47625
1742875500,2025-03-25 09:35:00+05:30,475.45,495.6,471.45,490.55,42900
1742875800,2025-03-25 09:40:00+05:30,491.05,494.95,487.2,490.6,17925
1742876100,2025-03-25 09:45:00+05:30,490.6,505.55,482.8,504.1,30900
1742876400,2025-03-25 09:50:00+05:30,505.35,535.15,503.75,533.45,52275
1742876700,2025-03-25 09:55:00+05:30,533.0,555.55,530.1,551.85,33075
1742877000,2025-03-25 10:00:00+05:30,552.15,552.15,527.05,532.2,25200
1742877300,2025-03-25 10:05:00+05:30,531.55,539.15,520.55,521.5,12075
1742877600,2025-03-25 10:10:00+05:30,520.0,522.35,498.2,498.2,24150
1742877900,2025-03-25 10:15:00+05:30,493.55,522.0,484.85,514.2,14625
1742878200,2025-03-25 10:20:00+05:30,516.55,531.95,514.7,527.95,13425
1742878500,2025-03-25 10:25:00+05:30,525.9,531.95,519.5,524.45,9675
1742878800,2025-03-25 10:30:00+05:30,521.95,521.95,500.3,503.9,15825
1742879100,2025-03-25 10:35:00+05:30,503.9,503.9,451.25,473.45,30825
1742879400,2025-03-25 10:40:00+05:30,473.45,487.8,460.05,485.7,32475
1742879700,2025-03-25 10:45:00+05:30,486.85,488.65,471.5,477.85,30375
1742880000,2025-03-25 10:50:00+05:30,475.0,481.45,462.45,464.75,10950
1742880300,2025-03-25 10:55:00+05:30,464.95,465.05,425.0,455.35,27000
1742880600,2025-03-25 11:00:00+05:30,455.35,455.35,435.2,449.85,18675
1742880900,2025-03-25 11:05:00+05:30,449.85,465.45,436.45,437.05,52200
1742881200,2025-03-25 11:10:00+05:30,436.5,457.4,436.5,452.6,17475
1742881500,2025-03-25 11:15:00+05:30,452.2,463.0,443.85,456.95,15600
1742881800,2025-03-25 11:20:00+05:30,456.95,456.95,432.65,433.0,7275
1742882100,2025-03-25 11:25:00+05:30,430.55,437.5,417.0,423.7,14625
1742882400,2025-03-25 11:30:00+05:30,423.7,443.15,423.7,439.15,10725
1742882700,2025-03-25 11:35:00+05:30,437.45,440.65,416.0,416.0,18300
1742883000,2025-03-25 11:40:00+05:30,416.3,423.75,407.55,413.15,17250
